,Vectors,Lang
245,"[[-457.1436    -354.49893   -350.02435   ...    0.           0.
     0.       ]
 [ 124.31348    139.30515    128.9442    ...    0.           0.
     0.       ]
 [-116.38591   -150.56403   -153.36194   ...    0.           0.
     0.       ]
 ...
 [  -8.90488     -9.517758   -14.764593  ...    0.           0.
     0.       ]
 [ -14.8414545  -22.25314    -27.724298  ...    0.           0.
     0.       ]
 [ -18.062847   -12.951185   -10.637551  ...    0.           0.
     0.       ]]",Marathi
246,"[[-341.34833   -204.76973   -181.1523    ...    0.           0.
     0.       ]
 [  28.315907    21.600224    32.962185  ...    0.           0.
     0.       ]
 [  29.93871     21.058128    11.855328  ...    0.           0.
     0.       ]
 ...
 [  18.37023     19.403725    10.466562  ...    0.           0.
     0.       ]
 [  25.30642     27.7485      18.818754  ...    0.           0.
     0.       ]
 [  -3.1841953    5.4404774    8.826147  ...    0.           0.
     0.       ]]",Marathi
247,"[[-589.8757    -451.14386   -395.18292   ...    0.           0.
     0.       ]
 [ 148.33588    144.37567    126.39445   ...    0.           0.
     0.       ]
 [  17.975496   -29.467043   -83.1767    ...    0.           0.
     0.       ]
 ...
 [   9.339217     3.2848406   -3.1021197 ...    0.           0.
     0.       ]
 [  -6.889137   -14.923519   -17.4585    ...    0.           0.
     0.       ]
 [ -12.05134    -14.543987   -17.634834  ...    0.           0.
     0.       ]]",Marathi
248,"[[-4.3401474e+02 -3.1418604e+02 -2.5558221e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.4948450e+02  1.5138257e+02  1.2061235e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.1081421e+01  2.7015367e+00 -3.2726501e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 7.1124187e+00  9.5734406e+00  9.3957424e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.0268779e+00  6.5492516e+00  2.5733287e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1864540e-01  1.6621265e+00 -5.0577581e-02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
249,"[[-254.69313   -127.370476  -117.76664   ...    0.           0.
     0.       ]
 [  79.7336      78.28139     77.18598   ...    0.           0.
     0.       ]
 [ -91.23494    -89.76781    -83.8322    ...    0.           0.
     0.       ]
 ...
 [ -14.945479   -11.222287    -8.405817  ...    0.           0.
     0.       ]
 [   2.5873697    2.879559    -0.6414156 ...    0.           0.
     0.       ]
 [  -1.5034323   -5.0527     -10.850133  ...    0.           0.
     0.       ]]",Marathi
250,"[[-566.0347    -434.53152   -427.29947   ...    0.           0.
     0.       ]
 [ 143.24988    182.49303    179.61476   ...    0.           0.
     0.       ]
 [   0.7587077  -38.403214   -40.795406  ...    0.           0.
     0.       ]
 ...
 [   0.6405133   -6.7526636   -6.466625  ...    0.           0.
     0.       ]
 [  -2.6786678    4.7253265    6.1482124 ...    0.           0.
     0.       ]
 [   7.706292    15.753291    18.684067  ...    0.           0.
     0.       ]]",Marathi
251,"[[-113.08411      7.367199    22.344738  ...    0.           0.
     0.       ]
 [ 102.175026   101.99471    107.11515   ...    0.           0.
     0.       ]
 [ -52.73107    -55.196682   -66.04733   ...    0.           0.
     0.       ]
 ...
 [   5.526135     4.5104694    2.7333853 ...    0.           0.
     0.       ]
 [   1.9199982   -1.9070476   -3.4902897 ...    0.           0.
     0.       ]
 [  12.5612545   12.330994     9.454365  ...    0.           0.
     0.       ]]",Marathi
252,"[[-3.9569193e+02 -2.5787888e+02 -2.3748961e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.3567264e+02  1.3277872e+02  1.3461624e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.3996353e+01  6.3572266e+01  4.8825245e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 4.5455590e-02 -8.7238240e-01 -3.4628377e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.4793500e+00 -6.6555529e+00 -1.2601062e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.9374765e+01  1.9810516e+01  1.3729427e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
253,"[[-6.3464246e+02 -5.5617023e+02 -5.8005640e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.6488068e+02  1.8278687e+02  1.6805820e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.9733055e+01  2.6583519e+01  2.6081425e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.4448563e+01 -1.5891572e+01 -1.6431652e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.6386173e+00 -1.2485260e-01 -3.2326450e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.7566786e+00 -7.3811064e+00 -3.3698585e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
254,"[[-4.7382040e+02 -3.4091541e+02 -2.9385962e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.0780960e+02  1.1225461e+02  1.1312712e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.0024731e+01 -2.8826668e+01 -3.3088257e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-4.7341099e+00 -6.8230915e+00 -7.7874336e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.9641688e-01  1.8743492e+00  2.3189645e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.5136032e+00  6.9186110e+00  7.2105994e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
255,"[[-333.38742    -178.37096    -106.007095   ...    0.
     0.            0.        ]
 [ 108.89343     104.86846     111.065125   ...    0.
     0.            0.        ]
 [ -64.56651     -69.11519     -68.42403    ...    0.
     0.            0.        ]
 ...
 [  -3.1594172    -4.1823325    -0.48658252 ...    0.
     0.            0.        ]
 [ -13.233509      0.9771014     4.7405252  ...    0.
     0.            0.        ]
 [ -12.6238785    -3.0514736     5.1666336  ...    0.
     0.            0.        ]]",Marathi
256,"[[-366.3032     -239.98183    -185.54884    ...    0.
     0.            0.        ]
 [ 131.96634     136.51721     144.0116     ...    0.
     0.            0.        ]
 [ -35.887856    -53.49409     -48.371605   ...    0.
     0.            0.        ]
 ...
 [   5.2340703     7.3971653     3.4749105  ...    0.
     0.            0.        ]
 [  -5.172103     -5.763278     -5.648817   ...    0.
     0.            0.        ]
 [  -4.4964666    -4.447148     -0.47063196 ...    0.
     0.            0.        ]]",Marathi
257,"[[-347.72968   -232.44415   -230.90195   ...    0.           0.
     0.       ]
 [ 151.8468     145.06749    136.19533   ...    0.           0.
     0.       ]
 [ -29.08424    -31.674229   -27.749435  ...    0.           0.
     0.       ]
 ...
 [  -2.0017345   -1.4024394    4.1479487 ...    0.           0.
     0.       ]
 [  23.97349     22.402748    17.727417  ...    0.           0.
     0.       ]
 [  13.156443    12.2871895    9.296259  ...    0.           0.
     0.       ]]",Marathi
258,"[[-599.8533    -392.74335   -332.9573    ...    0.           0.
     0.       ]
 [ 109.902596   165.94995    168.90843   ...    0.           0.
     0.       ]
 [ -25.694897   -86.3593    -113.78361   ...    0.           0.
     0.       ]
 ...
 [  16.25991     25.915508    23.595993  ...    0.           0.
     0.       ]
 [   6.1310053    8.579926    11.7565365 ...    0.           0.
     0.       ]
 [   4.493902    17.689528    26.105598  ...    0.           0.
     0.       ]]",Marathi
259,"[[-440.60165   -332.1548    -323.06714   ...    0.           0.
     0.       ]
 [ 164.56764    180.04341    173.28792   ...    0.           0.
     0.       ]
 [ -44.86038    -80.56737   -100.07839   ...    0.           0.
     0.       ]
 ...
 [  18.759926    24.606354    16.603802  ...    0.           0.
     0.       ]
 [   8.69631      1.5825186   -9.128517  ...    0.           0.
     0.       ]
 [  -3.783018    -8.992674   -12.634183  ...    0.           0.
     0.       ]]",Marathi
260,"[[-4.8971713e+02 -3.6770773e+02 -3.2059195e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.3067795e+01  1.2003863e+02  1.2337901e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.4286118e-02 -3.1651201e+01 -3.5114735e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 6.1470509e+00  8.0815172e-01 -1.8368731e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.6408267e+00  7.0607305e+00  9.2101765e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.8208265e+00  1.0353389e+01  9.5080681e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
261,"[[-7.9640051e+02 -6.7066333e+02 -5.3200110e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.1024860e+01  4.6182507e+01  1.3098163e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.7586319e+01  7.5106635e+00 -3.1702627e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-6.9511431e-01  1.8000178e+00 -1.3383393e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.8453970e+00 -8.2489738e+00 -9.5968800e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-9.6815681e+00 -3.6192150e+00  1.7584805e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
262,"[[-454.15826   -337.19186   -336.89578   ...    0.           0.
     0.       ]
 [ 137.69702    140.71017    135.72185   ...    0.           0.
     0.       ]
 [  38.784294    25.651686    26.29551   ...    0.           0.
     0.       ]
 ...
 [ -13.182462   -15.711571   -12.259415  ...    0.           0.
     0.       ]
 [  -5.4892025   -5.961975    -5.626869  ...    0.           0.
     0.       ]
 [  -4.2579947   -6.7224197   -5.185893  ...    0.           0.
     0.       ]]",Marathi
263,"[[-493.574     -354.33905   -327.17172   ...    0.           0.
     0.       ]
 [  44.069283    32.947037    12.614036  ...    0.           0.
     0.       ]
 [  15.599648    24.39722     29.733128  ...    0.           0.
     0.       ]
 ...
 [ -12.096424   -13.506695    -9.691603  ...    0.           0.
     0.       ]
 [  -4.3268137    0.9527575    3.1452518 ...    0.           0.
     0.       ]
 [   5.9510384   13.093854    15.775484  ...    0.           0.
     0.       ]]",Marathi
264,"[[-480.15494   -347.9632    -316.2537    ...    0.           0.
     0.       ]
 [  56.07378     93.08728    101.25499   ...    0.           0.
     0.       ]
 [ -24.803135   -40.17868    -37.627396  ...    0.           0.
     0.       ]
 ...
 [  -1.3237163    4.8687773    9.127157  ...    0.           0.
     0.       ]
 [  -1.7661787    2.1412141    8.477228  ...    0.           0.
     0.       ]
 [  -9.111705    -8.683465    -5.3094378 ...    0.           0.
     0.       ]]",Marathi
265,"[[-411.92328   -213.25229   -158.35568   ...    0.           0.
     0.       ]
 [ 107.121445    92.36159     80.675095  ...    0.           0.
     0.       ]
 [   1.6516321  -13.78653    -35.975525  ...    0.           0.
     0.       ]
 ...
 [  11.506622    26.37622     35.3042    ...    0.           0.
     0.       ]
 [  -5.2178946    3.8863268    6.311004  ...    0.           0.
     0.       ]
 [  -1.9231719    1.2742174    7.684731  ...    0.           0.
     0.       ]]",Marathi
266,"[[-5.6664587e+02 -4.4741016e+02 -4.1510904e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 6.1847191e+01  8.8754692e+01  9.1638885e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.3594259e+01 -3.9874214e+01 -3.6755035e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 5.3164262e-01  1.8781226e+00 -3.0402309e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.6288140e+00 -2.0317073e+00 -5.3048748e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.1697094e+01 -7.4598427e+00  1.5931395e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
267,"[[-233.02737    -118.366455   -113.114815   ...    0.
     0.            0.        ]
 [  94.112854     96.23502     110.31031    ...    0.
     0.            0.        ]
 [ -53.124817    -54.806023    -46.869476   ...    0.
     0.            0.        ]
 ...
 [  10.220554      9.250368      5.1459403  ...    0.
     0.            0.        ]
 [   0.81765074  -10.619595    -15.820646   ...    0.
     0.            0.        ]
 [  13.891409     14.449235     12.526317   ...    0.
     0.            0.        ]]",Marathi
268,"[[-454.10962   -352.8136    -327.1522    ...    0.           0.
     0.       ]
 [ 108.95338    114.80452    125.02948   ...    0.           0.
     0.       ]
 [ -97.379944  -116.339066  -112.32057   ...    0.           0.
     0.       ]
 ...
 [ -16.544832   -18.33522    -15.586504  ...    0.           0.
     0.       ]
 [ -20.164213   -24.520933   -24.550102  ...    0.           0.
     0.       ]
 [   2.2895188    2.923535    -1.2560153 ...    0.           0.
     0.       ]]",Marathi
269,"[[-7.0353021e+02 -7.0309857e+02 -6.2598517e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  6.0323840e-01  8.9359344e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  5.8171058e-01  4.1749245e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00 -3.2610327e-01  9.0540705e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -3.3255625e-01  2.8209457e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00 -3.2486641e-01 -6.6625338e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
270,"[[-5.9202875e+02 -5.3218781e+02 -5.1212122e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 3.8128952e+01  8.7389725e+01  9.1730347e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.9927004e+01  1.8248013e+01  6.8949671e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-6.6919909e+00 -8.7910213e+00 -3.1867356e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.8610489e+00 -7.9573884e+00 -4.4466677e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.6808646e+00  6.6740870e-02 -3.2599108e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
271,"[[-3.3811896e+02 -1.9773349e+02 -1.5919270e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 8.8890251e+01  9.4192612e+01  8.6663803e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-9.0805222e+01 -1.0926869e+02 -1.0417543e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.3439873e+00 -7.0081174e-01 -2.6171725e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.6874399e+00  7.7559004e+00  1.1200083e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.2454081e+00  2.2011888e-01  9.4362593e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
272,"[[-160.16139    -94.4327     -56.55308   ...    0.           0.
     0.       ]
 [ 100.80141     87.20954     70.291885  ...    0.           0.
     0.       ]
 [ -67.95862    -82.37761   -104.73224   ...    0.           0.
     0.       ]
 ...
 [ -20.627361   -16.876888    -8.443005  ...    0.           0.
     0.       ]
 [ -11.882517   -17.021168   -17.204523  ...    0.           0.
     0.       ]
 [   3.1210618    3.9109929   -4.9141235 ...    0.           0.
     0.       ]]",Marathi
273,"[[-6.7693042e+02 -6.7693042e+02 -6.7676184e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  2.3838443e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  2.3833056e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  2.3323318e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  2.3260969e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  2.3195121e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Marathi
274,"[[-251.56303   -242.8934    -209.61615   ...    0.           0.
     0.       ]
 [  62.143127    61.37166     58.863693  ...    0.           0.
     0.       ]
 [ -61.96717    -65.370316   -67.95079   ...    0.           0.
     0.       ]
 ...
 [ -16.034475   -12.965099    -8.162823  ...    0.           0.
     0.       ]
 [  11.359327    11.211542    13.374438  ...    0.           0.
     0.       ]
 [  18.666426    15.0044      15.7879305 ...    0.           0.
     0.       ]]",Telugu
275,"[[-237.10072   -184.06798   -215.40982   ...    0.           0.
     0.       ]
 [  47.897934    20.633032   -10.053231  ...    0.           0.
     0.       ]
 [   2.4488635    5.2167234    5.6586304 ...    0.           0.
     0.       ]
 ...
 [   2.9816623    6.4388304   18.46074   ...    0.           0.
     0.       ]
 [ -11.910034   -16.104622    -7.6649046 ...    0.           0.
     0.       ]
 [ -13.484079   -14.085655   -10.599508  ...    0.           0.
     0.       ]]",Telugu
276,"[[-7.1107288e+02 -7.0702692e+02 -6.2452350e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.4311442e+00  8.0993214e+00  6.7255585e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.3885489e+00  7.8978105e+00  2.9201315e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.2917754e-01 -6.0961491e-01  4.6694803e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.7600980e-01 -8.1530517e-01  1.5373230e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.0300286e-01 -9.4057578e-01 -1.0882852e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Telugu
277,"[[-6.3491705e+02 -5.9459424e+02 -5.6632794e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 9.1606140e+00  4.6063972e+01  6.5496872e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.9585505e+00  8.4003706e+00  2.3875411e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 5.2771693e-01 -6.8418002e-01 -2.1371927e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.0244794e+00  1.6143019e+00  1.3398300e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.6864290e+00  3.5559101e+00  4.3108006e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Telugu
278,"[[-292.22638   -208.45827   -228.87589   ...    0.           0.
     0.       ]
 [  51.58568     70.89113     85.58529   ...    0.           0.
     0.       ]
 [  59.24613     34.769333    13.679218  ...    0.           0.
     0.       ]
 ...
 [  -4.3971205   -5.193577   -10.533718  ...    0.           0.
     0.       ]
 [   5.173814     3.2653337    3.2407422 ...    0.           0.
     0.       ]
 [  -3.7077005   -2.2060277   -4.8544426 ...    0.           0.
     0.       ]]",Telugu
279,"[[-120.15992   -102.21411   -121.74273   ...    0.           0.
     0.       ]
 [  15.761244    -7.3873854  -32.07277   ...    0.           0.
     0.       ]
 [ -69.61536    -62.28473    -68.911476  ...    0.           0.
     0.       ]
 ...
 [ -17.137793   -15.845556   -21.39453   ...    0.           0.
     0.       ]
 [  16.99258     15.939203     5.9706855 ...    0.           0.
     0.       ]
 [  11.651291    12.71374     11.932194  ...    0.           0.
     0.       ]]",Telugu
280,"[[-561.17084   -463.25443   -327.33365   ...    0.           0.
     0.       ]
 [  52.82131    -28.944952   -33.76342   ...    0.           0.
     0.       ]
 [  14.825441    48.79179     50.34859   ...    0.           0.
     0.       ]
 ...
 [   3.4015331    4.908349     4.9169693 ...    0.           0.
     0.       ]
 [  18.32789     14.039469    -7.5265465 ...    0.           0.
     0.       ]
 [  10.705544    13.372697    -7.9484468 ...    0.           0.
     0.       ]]",Telugu
281,"[[-6.2557550e+02 -6.0998163e+02 -6.1414508e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.0482693e+00  1.4481349e+01  1.4259979e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-5.0126390e+00 -4.8315372e+00  2.0648578e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 3.8929133e+00  9.1178207e+00  3.8396175e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.5844581e+00 -2.6990576e+00 -6.6815023e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.8011250e+00 -5.2387037e+00 -1.1434177e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Telugu
282,"[[-296.41974   -176.67406   -187.9815    ...    0.           0.
     0.       ]
 [  97.71387    102.65364    102.47711   ...    0.           0.
     0.       ]
 [ -95.83686    -94.30095    -94.86296   ...    0.           0.
     0.       ]
 ...
 [  -2.6857965   -8.884121    -9.402922  ...    0.           0.
     0.       ]
 [  -5.0231247   -9.646855   -10.398776  ...    0.           0.
     0.       ]
 [  30.161974    27.077461    22.142952  ...    0.           0.
     0.       ]]",Telugu
283,"[[-363.79745    -246.8199     -238.0268     ...    0.
     0.            0.        ]
 [ 120.131165     98.39942      84.480286   ...    0.
     0.            0.        ]
 [  -2.4908147     0.57295406    0.704346   ...    0.
     0.            0.        ]
 ...
 [   5.474662     11.108066     20.85038    ...    0.
     0.            0.        ]
 [  -2.9654732    -1.3738096     1.0360141  ...    0.
     0.            0.        ]
 [   3.8958726    -0.55842876   -3.9118938  ...    0.
     0.            0.        ]]",Telugu
284,"[[-557.88947    -499.12018    -485.3613     ...    0.
     0.            0.        ]
 [  43.82649      99.83753     109.986206   ...    0.
     0.            0.        ]
 [  29.227383     39.291122     39.79955    ...    0.
     0.            0.        ]
 ...
 [   4.5193086     0.93770206    2.1227808  ...    0.
     0.            0.        ]
 [   7.312911      2.5388598     4.1012735  ...    0.
     0.            0.        ]
 [   5.7613        6.434948      5.133507   ...    0.
     0.            0.        ]]",Telugu
285,"[[-454.13303    -300.9383     -243.95958    ...    0.
     0.            0.        ]
 [ 158.6084      121.912445     53.69362    ...    0.
     0.            0.        ]
 [ -45.103905    -37.659126      0.65813684 ...    0.
     0.            0.        ]
 ...
 [  17.123058     22.21605      16.131367   ...    0.
     0.            0.        ]
 [   4.368578     -0.89579237    6.670157   ...    0.
     0.            0.        ]
 [   2.0640895    14.694488     11.314507   ...    0.
     0.            0.        ]]",Telugu
286,"[[-437.44333   -219.23038   -136.50072   ...    0.           0.
     0.       ]
 [ 101.80473    128.06628    133.17862   ...    0.           0.
     0.       ]
 [  38.684105    34.03266     15.786814  ...    0.           0.
     0.       ]
 ...
 [  -0.7343048   -8.964027   -15.584079  ...    0.           0.
     0.       ]
 [ -19.665462   -22.314749   -19.120943  ...    0.           0.
     0.       ]
 [   1.1093103   -9.938037   -20.867756  ...    0.           0.
     0.       ]]",Telugu
287,"[[-294.99554    -247.41206    -252.26962    ...    0.
     0.            0.        ]
 [ 139.4524      155.24661     178.63956    ...    0.
     0.            0.        ]
 [ -59.561317    -76.04128     -57.659733   ...    0.
     0.            0.        ]
 ...
 [  21.571705     16.768665     12.783222   ...    0.
     0.            0.        ]
 [  -7.949846      1.4253359     0.38023162 ...    0.
     0.            0.        ]
 [ -23.905556    -14.567828    -11.336048   ...    0.
     0.            0.        ]]",Telugu
288,"[[-347.95517  -219.63913  -203.47049  ...    0.          0.
     0.      ]
 [ 147.74858   142.77518   133.67624  ...    0.          0.
     0.      ]
 [ -33.117905  -45.723946  -45.30669  ...    0.          0.
     0.      ]
 ...
 [  -8.251587  -11.354378  -13.424208 ...    0.          0.
     0.      ]
 [   8.190819    6.426382    7.870658 ...    0.          0.
     0.      ]
 [ -14.321505  -16.509623  -20.183422 ...    0.          0.
     0.      ]]",Telugu
289,"[[-3.93093567e+02 -2.40228699e+02 -2.13593002e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.18294189e+02  8.97675552e+01  6.23280334e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 7.48583221e+01  6.08962784e+01  4.82596931e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-1.14261065e+01 -9.31737900e+00 -8.51619244e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.28049755e+01  8.27248192e+00  1.12626104e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 3.81631792e-01 -1.27355850e+00  1.66526675e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",Telugu
290,"[[-388.98392    -246.35161    -185.05423    ...    0.
     0.            0.        ]
 [ 148.3772      134.58157     111.96924    ...    0.
     0.            0.        ]
 [   3.3074875    -1.7425045   -15.521872   ...    0.
     0.            0.        ]
 ...
 [  21.97812      26.278416     22.471802   ...    0.
     0.            0.        ]
 [  -0.72787577    5.921723     15.516596   ...    0.
     0.            0.        ]
 [   2.354349     15.813607     30.653425   ...    0.
     0.            0.        ]]",Telugu
291,"[[-351.92764   -285.89435   -302.84692   ...    0.           0.
     0.       ]
 [ 114.088394   129.26392    127.57846   ...    0.           0.
     0.       ]
 [ -94.01271   -114.11595   -106.515625  ...    0.           0.
     0.       ]
 ...
 [ -14.747932   -20.068258   -25.019445  ...    0.           0.
     0.       ]
 [  -0.5592487   -1.8195323   -6.6101093 ...    0.           0.
     0.       ]
 [   1.0562081    3.6803849    8.026321  ...    0.           0.
     0.       ]]",Telugu
292,"[[-299.4804    -255.7805    -300.04224   ...    0.           0.
     0.       ]
 [ 142.68492    129.47577     81.043594  ...    0.           0.
     0.       ]
 [ -34.75483    -49.776886   -60.232094  ...    0.           0.
     0.       ]
 ...
 [  16.474152    17.875053    19.78305   ...    0.           0.
     0.       ]
 [  11.035778     5.867731     1.5035338 ...    0.           0.
     0.       ]
 [  -3.2677886   -4.9344177   -2.1808968 ...    0.           0.
     0.       ]]",Telugu
293,"[[-6.0161969e+02 -5.5198511e+02 -5.2453882e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.8389482e+00  4.8010101e+01  6.3673168e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.9230800e+00  6.7761846e+00  1.9488436e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-4.1482323e-01  1.0811817e+01  1.1029891e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.6490264e+00  5.1102676e+00  1.0637865e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-1.8438259e+00  5.3758798e+00  5.1881523e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]",Telugu
